Temps[s] ; Tension Generateur[V] ; Courant[A] 
192.71088457107544 ; 0.4301 ; 0.132 
193.2115638256073 ; 0.4301 ; 0.132 
193.71224665641785 ; 0.4301 ; 0.132 
194.21279621124268 ; 0.4301 ; 0.132 
194.71321058273315 ; 0.4301 ; 0.132 
195.21375179290771 ; 0.4301 ; 0.132 
195.7143816947937 ; 0.4301 ; 0.132 
196.21495032310486 ; 0.4301 ; 0.132 
196.71563625335693 ; 0.4311 ; 0.132 
197.21629881858826 ; 0.4301 ; 0.132 
197.716650724411 ; 0.4301 ; 0.132 
198.21743822097778 ; 0.4301 ; 0.132 
198.7180938720703 ; 0.4311 ; 0.132 
199.218763589859 ; 0.4301 ; 0.132 
199.7194561958313 ; 0.4301 ; 0.132 
200.22011280059814 ; 0.4311 ; 0.132 
200.72080492973328 ; 0.4301 ; 0.131 
201.221346616745 ; 0.4301 ; 0.132 
201.7220070362091 ; 0.4301 ; 0.131 
202.22257661819458 ; 0.4301 ; 0.131 
202.723215341568 ; 0.4301 ; 0.132 
203.22400331497192 ; 0.4301 ; 0.132 
203.72468996047974 ; 0.4301 ; 0.132 
204.22535705566406 ; 0.4301 ; 0.132 
204.7260344028473 ; 0.4301 ; 0.132 
205.2265887260437 ; 0.4301 ; 0.132 
205.727201461792 ; 0.4301 ; 0.132 
206.22783756256104 ; 0.4301 ; 0.132 
206.7285177707672 ; 0.4301 ; 0.132 
207.22924733161926 ; 0.4301 ; 0.131 
207.7299246788025 ; 0.4301 ; 0.132 
208.23049545288086 ; 0.4311 ; 0.132 
208.7311441898346 ; 0.4311 ; 0.131 
209.2317328453064 ; 0.4311 ; 0.132 
209.73239016532898 ; 0.4301 ; 0.132 
210.2330846786499 ; 0.4311 ; 0.132 
210.733327627182 ; 0.4301 ; 0.132 
211.2338900566101 ; 0.4301 ; 0.132 
211.7344663143158 ; 0.4301 ; 0.131 
212.23511481285095 ; 0.4301 ; 0.131 
212.73579859733582 ; 0.4311 ; 0.132 
213.2364377975464 ; 0.4301 ; 0.132 
213.7369885444641 ; 0.4301 ; 0.132 
214.23733234405518 ; 0.4301 ; 0.132 
214.7380223274231 ; 0.4301 ; 0.132 
215.23866891860962 ; 0.4301 ; 0.132 
215.7393283843994 ; 0.4301 ; 0.132 
216.2399938106537 ; 0.4301 ; 0.131 
216.7406666278839 ; 0.4301 ; 0.131 
217.241215467453 ; 0.4301 ; 0.132 
217.74133563041687 ; 0.4301 ; 0.131 
218.24190163612366 ; 0.4301 ; 0.131 
218.7424476146698 ; 0.4301 ; 0.132 
219.24310564994812 ; 0.4311 ; 0.132 
219.74379324913025 ; 0.4301 ; 0.132 
220.24445271492004 ; 0.4301 ; 0.132 
220.7447588443756 ; 0.4311 ; 0.132 
221.24545812606812 ; 0.4301 ; 0.132 
221.74613904953003 ; 0.4301 ; 0.132 
222.24671173095703 ; 0.4301 ; 0.131 
222.74735474586487 ; 0.4311 ; 0.131 
223.24799633026123 ; 0.4301 ; 0.131 
223.7486720085144 ; 0.4311 ; 0.131 
224.24948406219482 ; 0.4301 ; 0.131 
224.75004887580872 ; 0.4301 ; 0.131 
225.2507140636444 ; 0.4311 ; 0.131 
225.7513942718506 ; 0.4301 ; 0.131 
226.25198698043823 ; 0.4301 ; 0.131 
226.75247764587402 ; 0.4311 ; 0.132 
227.25316452980042 ; 0.4301 ; 0.131 
227.7533221244812 ; 0.4311 ; 0.131 
