Shrink result X;Shrink result Y;Shrink result X;Shrink result Y
356,098879100937;1,7376708984375;396,098991999946;2,17315673828125
357,098879098412;1,79290771484375;397,098991997421;2,1240234375
358,098879095887;1,8328857421875;398,098991994897;2,0867919921875
359,098879093362;1,86553955078125;399,098991992372;2,05535888671875
360,098879090838;1,89483642578125;400,098991989847;2,0269775390625
361,098879088313;1,92169189453125;401,098991987322;2,000732421875
362,098879085788;1,94610595703125;402,098991984798;1,97601318359375
363,098879083263;1,9696044921875;403,098991982273;1,95281982421875
364,098879080739;1,9903564453125;404,098991979748;1,93023681640625
365,098879078214;2,01141357421875;405,098991977223;1,9085693359375
366,098879075689;2,0318603515625;406,098991974699;1,8878173828125
367,098879073164;2,05047607421875;407,098991972174;1,8670654296875
368,09887907064;2,0703125;408,098991969649;1,84722900390625
369,098879068115;2,08831787109375;409,098991967124;1,82769775390625
370,09887906559;2,105712890625;410,0989919646;1,8084716796875
371,098879063065;2,1221923828125;411,098991962075;1,78955078125
372,098879060541;2,1392822265625;412,09899195955;1,77093505859375
373,098879058016;2,15484619140625;413,098991957025;1,75262451171875
374,098879055491;2,1697998046875;414,098991954501;1,73431396484375
375,098879052966;2,18536376953125;415,098991951976;1,71661376953125
376,098879050442;2,20001220703125;416,098991949451;1,69891357421875
377,098879047917;2,21343994140625;417,098991946926;1,68121337890625
378,098879045392;2,2271728515625;418,098991944402;1,663818359375
379,098879042867;2,24151611328125;419,098991941877;1,646728515625
380,098879040343;2,25433349609375;420,098991939352;1,629638671875
381,098879037818;2,26715087890625;421,098991936827;1,612548828125
382,098879035293;2,27935791015625;422,098991934302;1,59576416015625
383,098879032768;2,291259765625;423,098991931778;1,57928466796875
384,098879030244;2,30316162109375;424,098991929253;1,56280517578125
385,098879027719;2,3150634765625;425,098991926728;1,54693603515625
386,098879025194;2,325439453125;426,098991924203;1,53076171875
387,098879022669;2,33673095703125;427,098991921679;1,514892578125
388,098879020145;2,34588623046875;428,098991919154;1,4990234375
389,09887901762;2,35595703125;;
390,098879015095;2,36480712890625;;
391,09887901257;2,37335205078125;;
392,098879010045;2,38128662109375;;
393,098879007521;2,3876953125;;
394,098879004996;2,39471435546875;;
395,098879002471;2,4017333984375;;
