Shrink result X;Shrink result Y;Shrink result X;Shrink result Y
205,694500480671;1,7303466796875;246,694614377156;2,1710205078125
206,694500478147;1,78558349609375;247,694614374631;2,12127685546875
207,694500475622;1,826171875;248,694614372106;2,08343505859375
208,694500473097;1,85943603515625;249,694614369582;2,0513916015625
209,694500470572;1,88934326171875;250,694614367057;2,022705078125
210,694500468048;1,91650390625;251,694614364532;1,99615478515625
211,694500465523;1,94061279296875;252,694614362007;1,971435546875
212,694500462998;1,9635009765625;253,694614359483;1,94793701171875
213,694500460473;1,9854736328125;254,694614356958;1,92535400390625
214,694500457948;2,0062255859375;255,694614354433;1,9036865234375
215,694500455424;2,02667236328125;256,694614351908;1,88262939453125
216,694500452899;2,04498291015625;257,694614349384;1,8621826171875
217,694500450374;2,06451416015625;258,694614346859;1,84234619140625
218,694500447849;2,08251953125;259,694614344334;1,82281494140625
219,694500445325;2,09991455078125;260,694614341809;1,80389404296875
220,6945004428;2,11669921875;261,694614339285;1,78497314453125
221,694500440275;2,132568359375;262,69461433676;1,76666259765625
222,69450043775;2,1484375;263,694614334235;1,74835205078125
223,694500435226;2,16400146484375;264,69461433171;1,73065185546875
224,694500432701;2,1795654296875;265,694614329186;1,71295166015625
225,694500430176;2,1929931640625;266,694614326661;1,695556640625
226,694500427651;2,20611572265625;267,694614324136;1,67816162109375
227,694500425127;2,2198486328125;268,694614321611;1,66107177734375
228,694500422602;2,232666015625;269,694614319087;1,644287109375
229,694500420077;2,24609375;270,694614316562;1,62750244140625
230,694500417552;2,25830078125;271,694614314037;1,61102294921875
231,694500415028;2,271728515625;272,694614311512;1,59454345703125
232,694500412503;2,28302001953125;273,694614308988;1,578369140625
233,694500409978;2,2943115234375;274,694614306463;1,5625
234,694500407453;2,30621337890625;275,694614303938;1,54693603515625
235,694500404929;2,31719970703125;276,694614301413;1,5313720703125
236,694500402404;2,327880859375;277,694614298889;1,51580810546875
237,694500399879;2,3370361328125;278,694614296364;1,50054931640625
238,694500397354;2,34619140625;279,694614293839;1,48529052734375
239,69450039483;2,35595703125;;
240,694500392305;2,36480712890625;;
241,69450038978;2,3736572265625;;
242,694500387255;2,38037109375;;
243,694500384731;2,3883056640625;;
244,694500382206;2,39471435546875;;
245,694500379681;2,40142822265625;;
