Temps[s] ; V0[V] ; V1[V] ; V2[V] 
2.3603439331054688e-05 ; 0.0 ; 0.1017 ; 0.002 
0.5007047653198242 ; 0.0 ; 0.0723 ; 0.0029 
1.001260757446289 ; 0.0 ; 0.0684 ; 0.0029 
1.501345157623291 ; 0.0 ; 0.0792 ; 0.0029 
2.0019426345825195 ; 0.0 ; 0.0733 ; 0.0029 
2.50253963470459 ; 0.0 ; 0.0489 ; 0.002 
3.003192901611328 ; 0.0 ; 0.0782 ; 0.002 
3.503756046295166 ; 0.0 ; 0.0811 ; 0.0029 
4.004387855529785 ; 0.0 ; 0.0841 ; 0.0029 
4.504961729049683 ; 0.0 ; 0.0831 ; 0.0029 
5.005324840545654 ; 0.0 ; 0.0723 ; 0.0029 
5.505889654159546 ; 0.0 ; 0.0821 ; 0.0029 
6.006524562835693 ; 0.0 ; 0.0919 ; 0.002 
6.507165908813477 ; 0.0 ; 0.0968 ; 0.0029 
7.007816791534424 ; 0.0 ; 0.0958 ; 0.0029 
7.508477687835693 ; 0.0 ; 0.0958 ; 0.0029 
8.0091392993927 ; 0.0 ; 0.0929 ; 0.0029 
8.509705066680908 ; 0.0 ; 0.0929 ; 0.0039 
9.010341882705688 ; 0.0 ; 0.088 ; 0.0029 
9.51099419593811 ; 0.0 ; 0.0919 ; 0.0029 
10.01163649559021 ; 0.0 ; 0.0841 ; 0.0029 
10.512282371520996 ; 0.0 ; 0.0938 ; 0.0029 
11.012945652008057 ; 0.0 ; 0.0811 ; 0.0029 
11.513628721237183 ; 0.0 ; 0.0899 ; 0.0029 
12.014198064804077 ; 0.0 ; 0.0899 ; 0.0029 
12.514750719070435 ; 0.0 ; 0.0968 ; 0.0039 
13.015308618545532 ; 0.0 ; 0.089 ; 0.0029 
13.515941858291626 ; 0.0 ; 0.086 ; 0.0039 
14.016591310501099 ; 0.0 ; 0.0899 ; 0.0039 
14.51725959777832 ; 0.0 ; 0.0919 ; 0.0039 
15.01782512664795 ; 0.0 ; 0.0899 ; 0.0039 
15.518391132354736 ; 0.0 ; 0.087 ; 0.0029 
16.01894450187683 ; 0.0 ; 0.0841 ; 0.0039 
16.519607543945312 ; 0.0 ; 0.0762 ; 0.0039 
17.020235776901245 ; 0.0 ; 0.0762 ; 0.0039 
17.52089023590088 ; 0.0 ; 0.0802 ; 0.0039 
18.021453142166138 ; 0.0 ; 0.088 ; 0.0039 
18.522003650665283 ; 0.0 ; 0.0753 ; 0.0029 
19.02255630493164 ; 0.0 ; 0.0821 ; 0.0039 
19.523102521896362 ; 0.0 ; 0.087 ; 0.0029 
20.023714065551758 ; 0.0 ; 0.085 ; 0.0039 
20.524242162704468 ; 0.0 ; 0.0802 ; 0.0039 
21.02464461326599 ; 0.0 ; 0.089 ; 0.0039 
21.524964332580566 ; 0.0 ; 0.0938 ; 0.0039 
22.025609016418457 ; 0.0 ; 0.085 ; 0.0029 
22.52628779411316 ; 0.0 ; 0.0821 ; 0.0039 
23.02693748474121 ; 0.0 ; 0.0811 ; 0.0039 
23.527625560760498 ; 0.0 ; 0.085 ; 0.0039 
24.02826476097107 ; 0.0 ; 0.086 ; 0.0039 
24.5289363861084 ; 0.0 ; 0.085 ; 0.0039 
25.029488563537598 ; 0.0 ; 0.088 ; 0.0039 
25.530033111572266 ; 0.0 ; 0.089 ; 0.0039 
26.03056263923645 ; 0.0 ; 0.087 ; 0.0049 
26.531113386154175 ; 0.0 ; 0.087 ; 0.0039 
27.031662225723267 ; 0.0 ; 0.089 ; 0.0039 
27.53227949142456 ; 0.0 ; 0.088 ; 0.0029 
28.032967567443848 ; 0.0 ; 0.087 ; 0.0039 
28.533241033554077 ; 0.0 ; 0.088 ; 0.0039 
29.033321857452393 ; 0.0 ; 0.086 ; 0.0039 
29.533867120742798 ; 0.0 ; 0.089 ; 0.0039 
30.034441232681274 ; 0.0 ; 0.087 ; 0.0039 
30.535064697265625 ; 0.0 ; 0.087 ; 0.0039 
31.035626888275146 ; 0.0 ; 0.086 ; 0.0039 
31.536259412765503 ; 0.0 ; 0.088 ; 0.0039 
32.036967754364014 ; 0.0 ; 0.089 ; 0.0039 
32.5373375415802 ; 0.0 ; 0.087 ; 0.0039 
33.037699699401855 ; 0.0 ; 0.087 ; 0.0039 
33.5382239818573 ; 0.0 ; 0.087 ; 0.0039 
34.038782596588135 ; 0.0 ; 0.089 ; 0.0039 
34.539427757263184 ; 0.0 ; 0.089 ; 0.0039 
35.040064573287964 ; 0.0 ; 0.086 ; 0.0049 
35.54061508178711 ; 0.0 ; 0.087 ; 0.0039 
36.04088473320007 ; 0.0 ; 0.088 ; 0.0049 
36.54119944572449 ; 0.0 ; 0.088 ; 0.0039 
37.04150676727295 ; 0.0 ; 0.088 ; 0.0049 
37.54204440116882 ; 0.0 ; 0.089 ; 0.0049 
38.04269075393677 ; 0.0 ; 0.088 ; 0.0049 
38.54325604438782 ; 0.0 ; 0.088 ; 0.0049 
39.0438289642334 ; 0.0 ; 0.0899 ; 0.0049 
39.54440760612488 ; 0.0 ; 0.0899 ; 0.0039 
40.04495930671692 ; 0.0 ; 0.088 ; 0.0049 
40.54532766342163 ; 0.0 ; 0.086 ; 0.0049 
41.0458710193634 ; 0.0 ; 0.088 ; 0.0039 
41.546424865722656 ; 0.0 ; 0.086 ; 0.0039 
42.04707169532776 ; 0.0 ; 0.0987 ; 0.0049 
42.54771542549133 ; 0.0 ; 0.086 ; 0.0039 
43.04826593399048 ; 0.0 ; 0.0909 ; 0.0049 
43.54889988899231 ; 0.0 ; 0.0929 ; 0.0039 
44.04932975769043 ; 0.0 ; 0.0899 ; 0.0049 
44.549901485443115 ; 0.0 ; 0.0948 ; 0.0049 
45.05045223236084 ; 0.0 ; 0.0938 ; 0.0049 
45.55107498168945 ; 0.0 ; 0.0948 ; 0.0039 
46.05175447463989 ; 0.0 ; 0.0958 ; 0.0049 
46.55239391326904 ; 0.0 ; 0.0948 ; 0.0049 
47.052945375442505 ; 0.0 ; 0.0929 ; 0.0039 
47.55336904525757 ; 0.0 ; 0.0723 ; 0.0039 
48.05402112007141 ; 0.0 ; 0.086 ; 0.0039 
48.55420255661011 ; 0.0 ; 0.087 ; 0.0039 
49.05487084388733 ; 0.0 ; 0.087 ; 0.0049 
49.55552649497986 ; 0.0 ; 0.086 ; 0.0049 
50.05617547035217 ; 0.0 ; 0.088 ; 0.0049 
50.5567843914032 ; 0.0 ; 0.087 ; 0.0049 
51.0574209690094 ; 0.0 ; 0.0909 ; 0.0049 
51.55796003341675 ; 0.0 ; 0.0899 ; 0.0039 
